,Climate,Case,Outage Type,24 hr Ratio,48 hr Ratio,168 hr Ratio,24 Avg ODB,48 Avg ODB,168 Avg ODB,Total 24 hr Radiation,Avg 24 hr Sky Cover,SET Hours
755,4-Mar,Chicago-MDW,Heating,0.159732663,0.202453646,0.279486028,1.3125,1.300260417,1.500372024,1450.25,9.541666667,318.99
757,4-Mar,Chicago-MDW,Heating,0.22626636,0.282706199,0.394481324,1.3125,1.300260417,1.500372024,1450.25,9.541666667,14.58
759,4-Mar,Chicago-MDW,Heating,0.108187061,0.139054107,0.18699566,1.3125,1.300260417,1.500372024,1450.25,9.541666667,0
761,5-Feb,Chicago-MDW,Heating,0.44550012,0.547485038,0.627187447,-4.5703125,-0.0015625,2.156547619,2762.8125,5.359375,1278.73
763,5-Feb,Chicago-MDW,Heating,0.320323062,0.414307973,0.493068954,-4.5703125,-0.0015625,2.156547619,2762.8125,5.359375,677.03
765,5-Feb,Chicago-MDW,Heating,0.170485516,0.227192485,0.27067047,-4.5703125,-0.0015625,2.156547619,2762.8125,5.359375,318.99
767,5-Feb,Chicago-MDW,Heating,0.251560924,0.328555875,0.39483066,-4.5703125,-0.0015625,2.156547619,2762.8125,5.359375,14.58
769,5-Feb,Chicago-MDW,Heating,0.115593628,0.158778822,0.18287955,-4.5703125,-0.0015625,2.156547619,2762.8125,5.359375,0
771,5-Jan,Chicago-MDW,Heating,0.47394551,0.536794714,0.6459844,-14.83854167,-12.16145833,-4.951785714,5974.375,0.125,1278.73
773,5-Jan,Chicago-MDW,Heating,0.333974056,0.394488142,0.510497997,-14.83854167,-12.16145833,-4.951785714,5974.375,0.125,677.03
775,5-Jan,Chicago-MDW,Heating,0.153330452,0.193412866,0.286634085,-14.83854167,-12.16145833,-4.951785714,5974.375,0.125,318.99
777,5-Jan,Chicago-MDW,Heating,0.258946034,0.31073687,0.415949557,-14.83854167,-12.16145833,-4.951785714,5974.375,0.125,14.58
779,5-Jan,Chicago-MDW,Heating,0.101222872,0.127574273,0.195242473,-14.83854167,-12.16145833,-4.951785714,5974.375,0.125,0
781,5-Mar,Chicago-MDW,Heating,0.417844264,0.494393929,0.624842698,1.288020833,0.56640625,3.267410714,1312.125,10,1278.73
783,5-Mar,Chicago-MDW,Heating,0.297222487,0.364592112,0.487155301,1.288020833,0.56640625,3.267410714,1312.125,10,677.03
785,5-Mar,Chicago-MDW,Heating,0.166102601,0.209692807,0.269981767,1.288020833,0.56640625,3.267410714,1312.125,10,318.99
787,5-Mar,Chicago-MDW,Heating,0.236774732,0.293704539,0.393226367,1.288020833,0.56640625,3.267410714,1312.125,10,14.58
789,5-Mar,Chicago-MDW,Heating,0.11503538,0.14599005,0.173826933,1.288020833,0.56640625,3.267410714,1312.125,10,0
791,6-Feb,Chicago-MDW,Heating,0.495971738,0.544537257,0.624276711,4.5671875,5.347135417,2.688764881,1060.75,9.692708333,1278.73
793,6-Feb,Chicago-MDW,Heating,0.364164564,0.40966394,0.485627198,4.5671875,5.347135417,2.688764881,1060.75,9.692708333,677.03
795,6-Feb,Chicago-MDW,Heating,0.190562531,0.213092176,0.261496329,4.5671875,5.347135417,2.688764881,1060.75,9.692708333,318.99
797,6-Feb,Chicago-MDW,Heating,0.283110801,0.31786516,0.387052905,4.5671875,5.347135417,2.688764881,1060.75,9.692708333,14.58
799,6-Feb,Chicago-MDW,Heating,0.137454662,0.149823409,0.173782003,4.5671875,5.347135417,2.688764881,1060.75,9.692708333,0
801,6-Jan,Chicago-MDW,Heating,0.43545935,0.495123518,0.62154637,-9.484375,-5.994791667,-2.944345238,5164,5.260416667,1278.73
803,6-Jan,Chicago-MDW,Heating,0.307033897,0.363007881,0.488492068,-9.484375,-5.994791667,-2.944345238,5164,5.260416667,677.03
805,6-Jan,Chicago-MDW,Heating,0.1495206,0.189621233,0.278014305,-9.484375,-5.994791667,-2.944345238,5164,5.260416667,318.99
807,6-Jan,Chicago-MDW,Heating,0.23786225,0.285504618,0.396499214,-9.484375,-5.994791667,-2.944345238,5164,5.260416667,14.58
809,6-Jan,Chicago-MDW,Heating,0.097117551,0.124408965,0.188390194,-9.484375,-5.994791667,-2.944345238,5164,5.260416667,0
811,6-Mar,Chicago-MDW,Heating,0.434438755,0.488025743,0.624783456,-0.155208333,-1.841145833,5.38764881,1137.125,9.765625,1278.73
813,6-Mar,Chicago-MDW,Heating,0.310207253,0.355287982,0.483079965,-0.155208333,-1.841145833,5.38764881,1137.125,9.765625,677.03
815,6-Mar,Chicago-MDW,Heating,0.17373528,0.190796323,0.251630906,-0.155208333,-1.841145833,5.38764881,1137.125,9.765625,318.99
817,6-Mar,Chicago-MDW,Heating,0.24702385,0.28172526,0.383565696,-0.155208333,-1.841145833,5.38764881,1137.125,9.765625,14.58
819,6-Mar,Chicago-MDW,Heating,0.120528364,0.12739488,0.150821318,-0.155208333,-1.841145833,5.38764881,1137.125,9.765625,0
821,7-Feb,Chicago-MDW,Heating,0.433219591,0.476088892,0.616479837,6.127083333,5.441666667,1.918080357,2930.1875,6.989583333,1278.73
823,7-Feb,Chicago-MDW,Heating,0.30462622,0.340505998,0.476794255,6.127083333,5.441666667,1.918080357,2930.1875,6.989583333,677.03
825,7-Feb,Chicago-MDW,Heating,0.142318872,0.161160641,0.25752829,6.127083333,5.441666667,1.918080357,2930.1875,6.989583333,318.99
827,7-Feb,Chicago-MDW,Heating,0.227670022,0.255797906,0.381045717,6.127083333,5.441666667,1.918080357,2930.1875,6.989583333,14.58
829,7-Feb,Chicago-MDW,Heating,0.091955988,0.095963508,0.168410972,6.127083333,5.441666667,1.918080357,2930.1875,6.989583333,0
831,7-Jan,Chicago-MDW,Heating,0.388516699,0.464500399,0.614730609,-2.505208333,-3.630208333,-1.810267857,2007.25,10,1278.73
833,7-Jan,Chicago-MDW,Heating,0.275560323,0.339104456,0.482358751,-2.505208333,-3.630208333,-1.810267857,2007.25,10,677.03
835,7-Jan,Chicago-MDW,Heating,0.148755851,0.180278378,0.276019837,-2.505208333,-3.630208333,-1.810267857,2007.25,10,318.99
837,7-Jan,Chicago-MDW,Heating,0.215816133,0.266688558,0.391515427,-2.505208333,-3.630208333,-1.810267857,2007.25,10,14.58
839,7-Jan,Chicago-MDW,Heating,0.099423446,0.12073701,0.187986833,-2.505208333,-3.630208333,-1.810267857,2007.25,10,0
841,7-Mar,Chicago-MDW,Heating,0.403542613,0.465248369,0.602793533,-3.527083333,-3.465364583,7.713392857,7694.25,4.223958333,1278.73
843,7-Mar,Chicago-MDW,Heating,0.276167265,0.330453347,0.455468086,-3.527083333,-3.465364583,7.713392857,7694.25,4.223958333,677.03
845,7-Mar,Chicago-MDW,Heating,0.126269527,0.161926485,0.210163505,-3.527083333,-3.465364583,7.713392857,7694.25,4.223958333,318.99
847,7-Mar,Chicago-MDW,Heating,0.210860671,0.257047396,0.350798414,-3.527083333,-3.465364583,7.713392857,7694.25,4.223958333,14.58
849,7-Mar,Chicago-MDW,Heating,0.077250004,0.098524091,0.106262626,-3.527083333,-3.465364583,7.713392857,7694.25,4.223958333,0
851,8-Feb,Chicago-MDW,Heating,0.373986907,0.462265574,0.615161305,4.75625,5.881510417,0.587425595,5309.25,3.244791667,1278.73
853,8-Feb,Chicago-MDW,Heating,0.253125882,0.325661911,0.477505246,4.75625,5.881510417,0.587425595,5309.25,3.244791667,677.03
855,8-Feb,Chicago-MDW,Heating,0.11726174,0.148764362,0.265450814,4.75625,5.881510417,0.587425595,5309.25,3.244791667,318.99
857,8-Feb,Chicago-MDW,Heating,0.187855627,0.243319604,0.385561169,4.75625,5.881510417,0.587425595,5309.25,3.244791667,14.58
859,8-Feb,Chicago-MDW,Heating,0.059838702,0.078739518,0.175694333,4.75625,5.881510417,0.587425595,5309.25,3.244791667,0
861,8-Jan,Chicago-MDW,Heating,0.415889008,0.486887914,0.614151615,-4.755208333,-5.013020833,-2.302083333,3426.875,9.708333333,1278.73
863,8-Jan,Chicago-MDW,Heating,0.290638831,0.354414823,0.47990257,-4.755208333,-5.013020833,-2.302083333,3426.875,9.708333333,677.03
865,8-Jan,Chicago-MDW,Heating,0.141062263,0.184431031,0.270726231,-4.755208333,-5.013020833,-2.302083333,3426.875,9.708333333,318.99
867,8-Jan,Chicago-MDW,Heating,0.224147098,0.278926339,0.38889783,-4.755208333,-5.013020833,-2.302083333,3426.875,9.708333333,14.58
869,8-Jan,Chicago-MDW,Heating,0.093926728,0.123343152,0.183352068,-4.755208333,-5.013020833,-2.302083333,3426.875,9.708333333,0
871,8-Mar,Chicago-MDW,Heating,0.386429166,0.488178235,0.561511801,-3.403645833,0.554427083,10.0796131,6131.75,3.15625,1278.73
873,8-Mar,Chicago-MDW,Heating,0.26610565,0.352611272,0.411499395,-3.403645833,0.554427083,10.0796131,6131.75,3.15625,677.03
875,8-Mar,Chicago-MDW,Heating,0.134308235,0.179403585,0.169783918,-3.403645833,0.554427083,10.0796131,6131.75,3.15625,318.99
877,8-Mar,Chicago-MDW,Heating,0.207380391,0.276418756,0.306487613,-3.403645833,0.554427083,10.0796131,6131.75,3.15625,14.58
879,8-Mar,Chicago-MDW,Heating,0.081554026,0.110578947,0.063450123,-3.403645833,0.554427083,10.0796131,6131.75,3.15625,0
881,9-Feb,Chicago-MDW,Heating,0.431165909,0.514740305,0.624520934,7.006770833,4.14609375,-0.774702381,4132.375,6.807291667,1278.73
883,9-Feb,Chicago-MDW,Heating,0.296713788,0.370974994,0.487734428,7.006770833,4.14609375,-0.774702381,4132.375,6.807291667,677.03
885,9-Feb,Chicago-MDW,Heating,0.126528289,0.175180761,0.274257655,7.006770833,4.14609375,-0.774702381,4132.375,6.807291667,318.99
887,9-Feb,Chicago-MDW,Heating,0.220929013,0.286016965,0.396771864,7.006770833,4.14609375,-0.774702381,4132.375,6.807291667,14.58
889,9-Feb,Chicago-MDW,Heating,0.068042995,0.108758061,0.185531721,7.006770833,4.14609375,-0.774702381,4132.375,6.807291667,0
891,9-Jan,Chicago-MDW,Heating,0.420008666,0.513601985,0.614952607,-5.270833333,-2.231770833,-2.073660714,2095.875,9.958333333,1278.73
893,9-Jan,Chicago-MDW,Heating,0.297730751,0.37967188,0.480642203,-5.270833333,-2.231770833,-2.073660714,2095.875,9.958333333,677.03
895,9-Jan,Chicago-MDW,Heating,0.156331525,0.204445092,0.272755583,-5.270833333,-2.231770833,-2.073660714,2095.875,9.958333333,318.99
897,9-Jan,Chicago-MDW,Heating,0.234229478,0.300999312,0.390017177,-5.270833333,-2.231770833,-2.073660714,2095.875,9.958333333,14.58
899,9-Jan,Chicago-MDW,Heating,0.105843153,0.138493463,0.184857566,-5.270833333,-2.231770833,-2.073660714,2095.875,9.958333333,0
901,9-Mar,Chicago-MDW,Heating,0.4581529,0.512714492,0.508460139,4.5125,7.494010417,12.08980655,3804.1875,6.59375,1278.73
903,9-Mar,Chicago-MDW,Heating,0.323299929,0.366625286,0.349547831,4.5125,7.494010417,12.08980655,3804.1875,6.59375,677.03
905,9-Mar,Chicago-MDW,Heating,0.153569306,0.16003084,0.104920693,4.5125,7.494010417,12.08980655,3804.1875,6.59375,318.99
907,9-Mar,Chicago-MDW,Heating,0.248284565,0.274760283,0.2418005,4.5125,7.494010417,12.08980655,3804.1875,6.59375,14.58
909,9-Mar,Chicago-MDW,Heating,0.096451024,0.087374103,-0.002802783,4.5125,7.494010417,12.08980655,3804.1875,6.59375,0
911,Extreme,Chicago-MDW,Heating,0.444236775,0.516802452,0.637793562,-7.225,-10.29791667,-15.49360119,927.25,8.072916667,1278.73
913,Extreme,Chicago-MDW,Heating,0.320108367,0.384601402,0.50905939,-7.225,-10.29791667,-15.49360119,927.25,8.072916667,677.03
915,Extreme,Chicago-MDW,Heating,0.173496314,0.209915371,0.300869771,-7.225,-10.29791667,-15.49360119,927.25,8.072916667,318.99
917,Extreme,Chicago-MDW,Heating,0.254547633,0.308625517,0.422806448,-7.225,-10.29791667,-15.49360119,927.25,8.072916667,14.58
919,Extreme,Chicago-MDW,Heating,0.125643111,0.150380517,0.218696036,-7.225,-10.29791667,-15.49360119,927.25,8.072916667,0
